blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueEliteMonsters,blueHeralds,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueWins
35,3,0,9,5,0,0,17202,182,56,0
16,3,0,3,6,0,0,16779,195,56,0
13,1,1,14,3,1,0,19432,226,40,1
17,4,1,2,2,2,1,17983,253,47,1
16,5,1,4,8,0,0,17145,212,50,0
15,2,1,7,6,0,0,17684,219,40,0
14,1,0,3,8,0,0,16433,218,48,0
12,1,0,3,8,0,0,15909,202,50,0
17,1,0,4,7,0,0,17911,222,47,0
16,1,1,4,6,0,0,18904,247,71,0
26,4,0,7,8,0,0,19047,241,43,1
15,2,1,6,6,1,1,17542,218,47,1
14,3,1,6,3,0,0,18435,242,51,0
13,3,0,3,12,0,0,17568,211,47,0
15,4,1,10,3,0,0,19257,236,52,0
17,2,0,7,13,0,0,15120,180,45,0
19,1,0,14,10,1,0,19069,220,34,1
14,1,1,10,3,1,1,20931,248,56,1
11,1,1,9,9,0,0,16359,174,40,0
15,2,1,5,6,1,0,17751,179,52,1
9,3,1,5,11,0,0,16743,208,36,0
23,2,1,17,9,0,0,19137,209,60,1
13,1,0,6,9,0,0,17017,177,43,0
20,2,1,3,4,0,0,16037,198,53,1
16,2,1,8,6,1,0,18957,215,52,1
11,5,0,7,15,0,0,16063,208,20,0
21,0,1,5,4,0,0,19418,175,83,0
19,0,0,4,7,0,0,16951,225,45,1
34,3,1,8,6,1,1,19850,232,56,1
14,3,1,6,1,0,0,20061,239,75,1
18,1,0,9,5,0,0,18993,205,46,1
15,1,0,6,7,1,1,18295,173,64,1
16,2,0,5,4,0,0,18899,242,54,0
15,2,1,3,7,1,0,17827,226,60,0
8,2,1,4,5,1,0,17873,235,51,0
39,4,1,7,6,0,0,18289,195,55,1
16,4,0,10,4,0,0,19278,175,41,0
33,1,0,5,13,0,0,17749,221,40,0
19,4,1,8,4,1,0,17797,194,48,1
15,4,1,8,6,1,1,19112,219,60,0
25,1,0,3,12,0,0,17692,223,60,0
58,1,1,6,3,1,0,20758,248,67,1
12,5,0,10,12,0,0,17722,202,48,0
15,2,1,8,3,1,0,17787,229,48,0
93,4,0,8,8,1,1,19031,218,52,0
16,3,0,4,4,1,0,17448,226,47,1
15,3,1,10,10,1,0,18893,218,48,0
12,1,0,6,6,1,1,17350,190,61,1
40,1,0,5,3,0,0,19182,242,60,1
18,4,0,1,8,0,0,15711,237,36,0
16,6,0,6,5,1,1,18229,216,47,1
14,2,1,7,7,0,0,17309,193,42,0
13,3,1,4,8,1,0,17523,208,42,1
17,2,0,2,7,0,0,17144,237,40,0
13,1,0,4,5,0,0,18534,228,52,0
17,1,0,9,6,1,0,18740,227,32,1
20,1,1,7,11,0,0,16252,166,52,0
12,2,1,7,1,1,0,19250,216,53,1
20,4,1,5,2,2,1,17618,224,44,1
14,2,1,3,7,0,0,16574,225,30,0
14,1,1,12,6,1,0,17651,210,40,1
17,2,1,6,3,0,0,17187,191,52,1
17,2,1,10,3,1,0,19184,222,44,1
16,2,0,2,10,0,0,16368,194,44,0
16,5,0,4,8,1,1,17903,233,52,1
17,5,1,10,5,2,1,19115,235,32,1
40,4,1,5,9,0,0,15748,199,35,0
18,2,1,3,3,1,0,18062,248,50,1
17,2,1,4,4,1,1,18238,228,40,1
8,3,0,2,4,0,0,18155,240,51,0
17,2,0,6,10,1,0,16676,187,56,0
22,3,0,10,3,1,0,19504,224,49,1
26,5,0,3,5,0,0,17841,218,60,1
18,4,1,8,7,0,0,17772,188,48,0
15,3,1,6,8,0,0,17856,229,52,0
21,6,1,5,7,0,0,18012,244,48,1
19,5,1,3,5,1,1,16485,208,44,0
35,2,1,5,2,1,0,18849,225,52,1
15,6,0,8,5,2,1,18405,217,52,0
16,2,1,11,3,0,0,18920,206,52,1
13,2,0,4,4,0,0,19395,231,72,1
15,3,0,6,11,0,0,17831,203,49,0
47,1,1,8,3,2,1,18102,230,48,1
15,4,1,9,3,1,0,18671,257,47,1
15,3,0,3,6,2,1,18768,222,75,1
21,1,0,7,5,2,1,17789,224,46,0
15,5,0,5,5,0,0,17703,225,49,0
16,3,0,9,5,0,0,18843,235,50,1
15,2,0,5,6,0,0,18518,230,46,0
41,2,1,5,8,0,0,18424,238,56,0
18,2,0,3,5,1,0,17293,220,63,1
30,6,1,11,7,1,1,19391,237,56,1
19,3,1,11,2,0,0,19079,239,40,1
15,1,1,9,5,0,0,17080,183,43,1
16,4,0,3,9,1,1,17768,245,55,0
22,1,0,6,4,1,1,19020,229,52,1
29,5,1,4,3,0,0,16917,231,35,0
25,4,1,7,9,0,0,17547,228,41,1
14,3,0,5,10,1,0,15280,146,52,0
16,7,1,1,0,1,1,18685,269,56,1
19,4,0,6,4,0,0,16936,210,39,1
16,1,0,0,4,0,0,16542,229,48,0
18,1,0,6,7,0,0,17402,200,40,1
18,3,1,9,6,0,0,17237,191,48,0
17,1,1,8,1,1,0,19922,256,48,1
21,6,0,9,7,0,0,17577,223,48,1
19,3,1,13,7,1,0,18599,232,40,1
15,2,0,2,2,0,0,18723,238,72,1
12,3,1,4,5,1,0,18834,247,48,0
19,4,1,6,6,2,1,18225,239,58,0
27,5,1,15,3,2,1,19536,221,42,1
32,3,0,7,8,0,0,17869,212,53,0
16,3,0,2,6,0,0,17302,231,44,0
16,2,0,3,7,0,0,17224,237,47,0
12,4,1,3,8,0,0,15957,206,50,0
15,2,0,12,7,0,0,16950,211,35,1
12,3,0,9,7,1,0,19834,224,48,1
16,2,0,5,8,0,0,16908,184,57,0
36,4,1,8,5,2,1,19988,252,72,0
14,2,0,3,8,0,0,16191,198,47,0
12,2,1,6,5,0,0,18356,212,59,1
13,3,1,9,3,0,0,18698,246,50,1
16,3,0,3,6,0,0,17150,251,42,0
10,2,1,7,8,0,0,18243,227,41,1
18,4,0,8,7,0,0,18740,210,60,1
38,4,0,7,3,0,0,19318,219,61,1
18,3,1,3,4,0,0,18138,251,52,0
18,3,0,4,8,2,1,16831,209,44,1
14,1,1,6,4,0,0,18227,204,47,0
20,3,0,6,10,0,0,16885,223,56,0
24,8,0,4,5,0,0,18695,238,61,1
18,6,1,8,3,1,0,18610,242,56,0
15,4,1,5,10,1,0,17362,208,59,0
23,3,0,7,5,0,0,17966,197,40,0
12,1,1,11,2,1,0,20813,252,51,1
45,6,0,10,8,0,0,18969,247,60,1
10,3,0,5,5,0,0,19227,228,54,1
16,3,0,4,6,0,0,17554,202,44,0
10,0,0,7,9,0,0,16916,221,48,0
108,2,0,6,6,0,0,17907,208,60,0
14,1,0,3,4,0,0,19173,224,68,0
148,3,0,8,4,0,0,18932,192,52,0
9,4,0,6,8,0,0,18257,186,63,1
59,2,0,5,5,0,0,17606,221,52,1
86,3,1,6,10,0,0,17805,215,50,1
13,4,0,7,13,1,0,18662,222,72,0
9,2,1,5,15,0,0,14871,168,36,0
70,11,0,6,5,1,1,18497,202,47,0
20,5,1,9,2,0,0,18332,232,58,1
33,3,0,5,5,1,0,19055,260,60,0
11,6,0,5,2,1,0,18200,251,64,0
26,2,1,10,5,0,0,19494,222,62,1
13,1,0,8,12,1,0,16372,176,39,0
20,5,1,13,7,1,0,18727,213,51,0
16,3,1,12,1,0,0,19281,231,43,1
17,2,0,6,11,0,0,15780,183,50,0
23,1,0,4,7,0,0,16010,207,40,0
34,3,0,8,8,0,0,17643,181,68,1
15,2,0,3,6,1,0,18184,226,61,0
17,4,0,2,10,1,1,16673,199,53,0
16,2,1,7,8,0,0,16923,221,21,1
16,3,0,6,10,0,0,17911,191,59,0
17,2,0,5,5,1,0,18547,200,56,0
33,4,0,7,14,0,0,17704,182,49,0
20,13,0,5,8,0,0,16700,207,36,0
146,3,1,2,4,0,0,17467,205,65,0
20,3,1,4,4,0,0,19450,203,59,1
39,1,0,7,14,0,0,16496,207,34,0
15,4,1,6,2,1,0,18426,226,59,1
30,4,0,6,11,0,0,16758,196,28,0
18,3,0,1,10,0,0,16186,233,49,0
16,8,0,4,11,0,0,17488,213,37,0
19,10,1,11,9,0,0,19012,239,36,1
58,2,0,9,10,2,1,19062,204,52,0
21,4,0,6,2,1,0,18805,243,45,1
16,4,0,8,10,0,0,16612,204,43,0
17,1,0,10,9,2,1,17858,177,56,1
38,3,1,13,2,0,0,21800,264,64,1
15,7,1,7,8,0,0,15434,183,37,0
21,4,0,8,6,1,0,18953,242,42,1
42,6,1,3,6,1,1,17662,240,53,1
23,7,0,7,6,0,0,18440,236,61,0
43,3,0,5,8,0,0,19207,230,64,1
16,3,0,5,6,0,0,17072,211,49,0
15,5,0,8,7,1,1,16544,186,40,1
18,1,0,7,4,0,0,17357,221,36,1
15,18,1,4,2,1,0,18673,242,52,1
16,1,0,1,9,0,0,16353,205,52,0
15,0,0,2,8,0,0,13648,152,36,0
89,4,1,10,3,1,0,18183,211,49,1
18,1,0,8,5,1,0,18713,198,71,0
16,1,1,7,5,1,1,19047,222,64,1
16,0,0,13,7,1,0,17551,207,32,0
14,2,0,3,4,0,0,17785,221,57,0
20,6,1,6,8,0,0,18362,219,46,1
15,1,1,3,9,0,0,15603,195,64,0
15,5,0,9,4,0,0,20419,250,60,1
15,4,0,3,3,1,0,17630,221,51,0
16,2,0,3,2,1,0,18787,212,64,1
16,3,1,7,7,0,0,19097,216,52,1
12,1,0,4,7,1,1,19024,200,59,1
16,1,0,5,13,1,1,16120,219,29,1
12,3,0,4,8,1,1,16818,180,44,0
13,1,1,2,6,1,0,17055,210,48,0
16,2,1,5,3,1,0,18587,223,51,0
14,3,1,2,6,0,0,17939,234,53,0
11,7,0,4,3,1,0,18316,244,58,1
13,0,0,6,6,2,1,18620,231,49,0
20,6,1,13,4,1,0,19713,229,48,1
16,2,1,3,5,1,0,18331,233,52,1
15,0,0,10,5,0,0,16834,222,36,0
20,0,1,5,7,0,0,16945,236,32,1
17,4,0,3,13,0,0,16331,209,44,0
19,4,1,8,9,1,0,15907,197,48,1
16,1,1,7,4,1,0,17063,171,55,1
44,1,1,10,2,1,0,17753,209,37,1
11,1,1,2,3,1,0,17323,214,47,0
16,3,1,6,6,1,1,19151,250,48,0
36,1,1,11,6,1,1,19086,220,65,1
16,3,0,4,4,0,0,17857,244,40,0
18,1,0,2,6,0,0,15571,185,43,0
14,0,1,13,10,0,0,18628,229,56,1
16,3,1,7,6,1,0,16213,204,44,0
13,1,1,3,9,1,0,17067,207,56,0
17,3,1,5,9,1,0,17353,210,68,0
15,3,1,8,6,1,0,16748,210,53,1
13,1,0,5,12,1,0,16423,203,45,0
16,4,0,6,15,0,0,16418,165,46,0
12,2,1,3,3,2,1,18425,249,56,1
57,2,1,8,5,1,1,18113,207,64,1
8,1,0,1,5,0,0,16544,197,52,0
37,1,0,11,9,0,0,18271,162,71,1
14,1,0,1,7,0,0,15381,172,43,0
15,5,1,9,9,0,0,17613,217,38,1
15,2,1,9,6,0,0,19890,212,67,0
13,0,0,2,4,1,1,18033,215,63,0
18,3,1,5,6,1,0,17540,208,51,0
18,3,1,5,3,1,0,17819,211,59,1
11,0,0,5,8,0,0,15373,195,48,0
16,4,0,7,8,1,0,16667,174,50,0
14,4,1,8,4,0,0,17330,219,45,1
51,3,1,8,8,0,0,15395,157,40,0
18,4,1,6,7,2,1,19074,236,67,1
12,5,0,5,2,1,0,18917,250,56,1
15,2,1,10,4,2,1,18684,202,58,0
15,2,0,4,6,0,0,18026,210,64,0
20,4,0,7,7,0,0,17971,217,55,1
14,3,0,8,4,0,0,18237,232,48,1
18,1,0,9,6,1,1,18140,186,51,1
35,4,1,8,5,2,1,17310,208,41,1
15,5,0,5,6,1,1,17592,202,41,0
9,3,1,6,9,1,0,17877,211,59,0
10,0,1,16,9,2,1,21214,223,52,1
38,0,1,5,5,2,1,18820,229,56,0
18,1,0,5,2,1,0,18633,247,44,0
59,1,1,5,2,1,1,18969,225,58,1
13,1,0,9,15,1,0,17316,178,46,0
15,0,1,11,5,0,0,18500,207,39,0
18,2,1,10,11,0,0,16191,173,38,1
14,3,0,7,8,0,0,17858,196,39,0
28,1,1,12,11,0,0,17626,179,55,0
14,0,0,0,12,0,0,13961,151,44,0
18,2,1,8,4,0,0,18548,222,60,0
15,2,1,15,11,0,0,18717,195,39,1
16,2,0,2,11,0,0,15896,207,51,0
16,2,0,9,8,0,0,18869,225,50,1
18,6,1,7,3,1,0,15724,165,38,1
16,2,1,6,8,0,0,17661,200,54,0
14,4,1,5,6,0,0,17722,232,47,0
18,4,0,5,6,0,0,18857,202,72,1
36,3,1,9,2,0,0,21203,259,74,1
16,3,1,6,5,0,0,16649,198,52,1
15,2,1,4,0,1,0,17848,211,45,1
20,5,0,5,4,0,0,18478,232,64,0
9,8,1,5,5,1,0,17162,198,39,0
14,1,0,7,3,0,0,18431,228,44,1
17,0,0,7,9,0,0,17772,162,44,0
21,6,0,6,10,0,0,16572,210,44,0
16,3,0,3,9,0,0,16993,225,38,0
46,6,0,4,1,1,0,18955,229,59,1
15,2,0,4,7,0,0,17960,260,44,1
17,4,0,9,5,0,0,20494,239,56,1
17,3,1,7,2,2,1,18575,200,62,1
15,7,1,8,4,1,1,18867,234,56,1
17,1,0,6,6,1,1,18187,217,61,0
19,6,1,11,8,0,0,19732,196,47,0
16,2,0,3,7,1,0,18024,224,56,0
35,4,0,4,9,0,0,17862,179,62,1
14,4,1,5,2,2,1,18676,223,50,1
16,3,1,8,8,0,0,18845,248,48,1
21,6,0,5,2,0,0,18152,221,58,0
16,0,1,8,2,0,0,19257,232,52,1
20,1,1,7,4,1,0,18300,233,59,1
16,4,0,11,8,1,1,17357,189,47,0
19,4,1,3,6,1,1,16990,224,56,0
14,3,1,8,5,1,0,18718,193,56,1
14,0,1,8,8,1,0,18470,210,44,0
15,5,1,5,8,0,0,17457,199,56,0
38,4,0,0,3,1,1,17022,223,58,0
16,2,1,3,8,0,0,15768,214,40,1
13,5,1,8,4,1,0,17543,196,48,0
46,3,0,10,6,0,0,19549,222,51,1
15,1,0,1,3,0,0,17418,235,37,0
16,4,1,10,7,0,0,19835,241,54,0
24,3,0,6,7,0,0,18369,240,50,0
17,2,0,3,12,0,0,14801,185,32,0
16,3,1,9,6,2,1,18305,218,48,1
17,4,0,2,9,0,0,16538,204,43,0
17,7,0,3,5,2,1,15787,187,58,0
38,6,1,9,8,1,0,17804,205,48,1
17,1,1,9,3,1,1,19769,245,52,1
89,3,0,7,5,1,1,18306,202,52,0
41,1,1,4,9,1,0,17118,198,52,1
17,3,0,10,7,1,1,18619,220,45,1
15,3,1,9,8,1,1,17263,199,40,1
19,4,0,3,5,0,0,17856,216,44,0
16,3,1,10,7,1,0,18029,204,58,0
17,4,1,5,3,1,0,17817,227,52,0
16,3,1,2,9,0,0,16649,222,67,1
31,5,1,4,4,1,0,18669,241,65,1
39,1,0,8,5,0,0,17944,223,52,1
21,5,1,6,5,1,0,17323,231,55,0
17,2,0,3,3,0,0,17886,204,52,0
44,1,1,8,3,1,0,18689,227,68,1
19,2,0,5,6,1,1,18647,253,44,0
18,1,0,7,11,0,0,17177,215,52,1
11,3,1,13,3,1,1,20030,192,52,1
57,3,1,8,7,0,0,17473,184,47,0
12,3,1,7,10,1,0,18221,220,50,1
16,2,0,6,5,0,0,17592,212,48,0
45,3,0,7,6,1,0,17989,196,48,1
15,1,1,4,4,0,0,17404,221,48,1
16,3,0,3,10,1,0,17582,206,60,1
15,4,0,8,6,0,0,17831,193,40,0
15,2,0,9,4,1,0,17651,202,48,1
17,2,0,3,8,0,0,18128,241,64,0
16,1,1,6,6,0,0,16985,218,48,1
43,2,1,2,6,0,0,17503,229,48,1
14,4,1,5,10,0,0,17246,200,60,0
37,15,0,6,6,0,0,16844,198,36,1
16,3,1,8,8,1,0,17845,201,51,0
18,3,0,3,15,0,0,16826,197,61,0
18,3,1,7,3,0,0,19389,225,60,1
17,1,1,5,4,1,0,17661,236,55,0
13,4,1,7,3,0,0,19422,239,40,1
11,0,1,5,6,1,0,18653,181,68,1
16,1,0,5,2,0,0,17886,219,44,1
38,4,1,6,5,1,0,18103,209,50,1
15,0,0,6,5,1,1,17538,213,56,1
14,4,1,7,2,0,0,18067,201,60,0
15,0,1,6,7,1,1,16824,199,47,0
15,1,0,8,6,0,0,16844,201,32,0
20,2,1,10,2,2,1,18905,196,54,1
13,5,0,3,5,0,0,17479,204,64,0
46,0,1,8,5,0,0,16954,218,37,0
40,0,0,6,6,0,0,19154,230,68,1
17,2,0,8,8,0,0,18396,216,60,1
16,1,0,9,8,0,0,18633,203,66,1
10,1,1,5,6,1,0,17481,219,48,1
11,1,1,11,5,2,1,18881,222,48,1
11,1,1,9,11,0,0,16229,182,52,1
16,10,1,4,2,0,0,17669,227,47,1
21,3,1,10,8,0,0,17275,237,36,0
16,2,0,1,12,0,0,15898,201,48,0
16,6,1,7,11,0,0,16674,216,42,1
17,4,1,7,2,0,0,18443,232,54,1
16,3,1,5,5,0,0,18238,210,60,1
18,2,0,2,2,0,0,17516,260,47,0
15,0,1,5,9,0,0,16696,205,36,0
15,2,0,7,6,0,0,15796,213,19,0
14,4,0,2,4,0,0,18073,234,51,1
33,2,0,8,3,0,0,18075,192,52,1
17,3,0,6,9,0,0,18082,170,67,0
11,0,1,2,4,0,0,16339,201,56,0
16,5,1,4,2,1,1,19232,232,59,1
19,4,0,0,3,0,0,17384,229,52,1
15,3,0,5,10,0,0,16852,210,31,0
15,3,1,11,5,1,1,19227,231,51,1
68,2,1,7,9,0,0,17652,204,41,1
17,2,0,7,8,1,1,18072,242,48,0
12,4,0,5,10,0,0,16556,200,43,0
19,1,1,7,6,1,0,17019,209,41,0
16,2,1,9,7,1,0,19907,221,57,1
49,2,0,4,9,0,0,17168,200,72,1
20,2,1,2,4,0,0,17566,235,45,0
19,0,0,11,5,0,0,18139,180,44,0
10,3,0,2,5,0,0,16864,230,42,0
14,1,0,6,7,1,1,18100,213,45,0
17,2,1,5,2,1,0,18135,217,60,1
42,2,0,7,2,1,0,18607,226,57,1
20,0,0,6,13,0,0,15933,175,40,0
11,2,0,2,3,1,1,17344,178,73,0
26,3,1,3,9,0,0,15054,190,45,0
14,6,0,0,6,1,1,16667,234,48,0
18,3,1,4,5,1,0,17275,205,53,0
15,2,0,9,8,1,0,17197,193,55,0
23,1,0,6,14,1,0,16941,204,45,0
45,4,0,4,9,0,0,18275,240,53,0
13,1,1,7,7,0,0,17502,198,37,1
19,4,1,12,5,0,0,20064,243,36,1
50,1,0,5,6,0,0,17968,214,63,0
15,3,0,5,3,0,0,18605,222,63,1
34,1,1,7,5,1,1,18990,215,68,0
37,1,0,8,7,1,0,17759,174,56,1
15,5,0,9,10,0,0,17683,209,41,0
14,1,1,6,7,1,0,18017,220,40,0
19,3,1,10,6,0,0,18718,226,52,1
15,0,0,6,9,0,0,16788,204,35,0
14,4,0,5,2,1,0,18989,247,63,1
17,4,1,11,6,1,0,19302,235,50,0
17,1,1,6,8,1,0,18661,232,66,1
36,4,1,6,2,1,0,18849,208,59,1
16,2,1,5,10,1,1,17974,216,52,0
47,3,0,10,8,1,0,17885,179,48,1
30,4,1,8,4,1,0,18971,233,60,1
12,1,1,3,6,0,0,17527,204,56,0
18,3,1,5,10,0,0,16702,208,32,0
16,5,1,3,7,0,0,17554,235,40,1
17,3,1,8,4,1,0,19239,235,67,0
17,11,0,6,6,1,0,18750,231,52,1
21,4,1,15,9,1,0,18104,230,40,1
16,3,1,13,5,1,0,18543,236,32,1
16,2,1,14,6,1,0,19024,200,48,1
15,1,1,5,0,2,1,18750,244,48,1
18,17,1,13,5,0,0,20248,270,43,1
16,8,0,5,2,0,0,19798,243,50,0
18,3,0,4,5,1,0,17211,229,40,0
17,4,1,7,8,0,0,16645,206,48,0
17,1,0,2,8,0,0,16928,215,48,0
16,3,1,6,10,1,0,18362,228,63,0
17,3,0,5,7,1,0,18359,236,44,1
26,3,0,2,3,0,0,17465,207,56,0
13,2,1,9,6,1,0,17944,201,43,1
12,2,0,1,10,0,0,16535,214,64,0
20,1,1,8,4,2,1,18040,221,56,1
17,4,1,11,7,0,0,19915,235,42,1
19,3,1,8,9,0,0,18690,236,42,0
16,2,1,6,3,0,0,18902,228,63,1
15,4,1,6,3,0,0,17917,243,50,1
29,3,1,4,11,0,0,17088,214,36,0
12,3,0,3,6,0,0,16461,199,48,0
15,7,1,11,5,0,0,17912,201,42,1
15,3,0,12,9,0,0,18170,217,40,1
18,4,1,5,4,1,0,18714,226,60,1
30,5,0,6,8,0,0,16972,167,47,0
15,1,1,3,0,1,0,18375,218,64,1
19,3,1,9,6,1,0,17322,222,32,0
13,2,0,7,14,0,0,11286,90,30,0
20,1,0,7,11,0,0,16714,202,40,0
16,3,1,6,4,0,0,17407,211,47,1
18,1,1,10,8,0,0,18423,223,60,1
18,2,1,11,9,0,0,18646,211,39,0
17,3,1,7,8,1,0,17912,228,48,1
15,2,1,7,2,0,0,20821,242,67,1
16,2,0,5,9,1,0,18061,217,73,0
48,1,0,6,9,0,0,18864,211,60,1
40,4,0,6,6,0,0,18209,214,52,0
19,3,1,10,0,0,0,19113,224,35,1
17,2,1,8,4,0,0,18482,247,57,0
11,0,1,3,5,2,1,16991,222,52,1
20,3,1,7,8,0,0,18362,209,36,1
16,5,0,3,7,0,0,16586,218,36,0
16,3,1,11,11,1,1,18492,198,52,1
13,3,0,11,9,0,0,17519,193,42,1
16,3,0,3,6,0,0,18287,244,66,0
16,3,1,4,3,1,0,17937,191,64,1
18,5,1,7,7,0,0,16658,217,41,1
14,1,1,2,7,0,0,17408,194,55,0
17,2,0,3,7,0,0,17193,176,62,1
21,2,1,13,11,1,0,17602,203,56,1
16,2,0,8,9,0,0,17316,200,45,0
12,3,0,9,10,1,1,17963,215,36,0
17,3,0,3,10,0,0,16725,214,56,0
19,3,1,5,4,0,0,17603,240,28,0
20,2,0,4,6,0,0,17748,229,48,0
19,2,1,6,0,1,0,19873,236,49,1
12,4,1,4,6,1,0,17755,246,52,0
16,1,1,6,3,0,0,19052,229,56,1
30,3,1,4,7,1,0,18449,228,63,1
18,2,1,6,8,1,0,18321,239,53,1
18,4,0,13,2,0,0,20453,243,51,1
18,1,1,15,4,2,1,17870,186,71,0
58,2,0,8,5,0,0,17343,209,41,1
34,1,0,1,3,0,0,17904,221,67,0
15,6,0,4,8,1,0,16371,201,59,0
16,6,1,4,1,2,1,18241,212,56,1
16,4,0,4,6,1,0,16715,198,44,1
42,5,0,0,9,0,0,15869,192,48,0
20,4,0,5,7,1,0,17838,242,35,1
14,1,0,7,8,1,1,17974,243,45,0
14,4,0,8,7,0,0,15585,183,44,1
18,2,0,9,13,0,0,17805,215,37,0
16,6,1,4,16,0,0,14354,198,20,0
15,3,0,8,7,0,0,18476,254,48,1
13,8,1,6,7,0,0,16506,206,40,1
22,2,0,8,5,1,0,19538,219,60,1
16,2,1,8,9,0,0,17640,200,47,0
13,0,0,4,3,0,0,17619,191,59,0
16,3,1,2,10,0,0,15367,206,18,0
16,7,1,6,2,1,1,18784,235,62,1
19,0,0,5,5,0,0,17746,184,47,0
17,2,1,13,2,1,1,19706,250,45,1
14,3,0,4,6,1,0,17876,218,56,0
12,2,0,5,9,0,0,17192,222,50,1
13,2,0,10,9,0,0,18625,194,43,0
25,2,0,7,7,0,0,18161,233,39,1
19,2,1,13,7,0,0,19763,204,36,1
19,1,0,9,7,1,0,18599,233,32,1
15,0,1,5,4,0,0,18495,255,44,1
15,1,1,7,4,0,0,18420,248,32,1
17,3,0,2,8,0,0,16713,236,49,0
19,2,0,11,11,0,0,17137,222,34,0
14,1,1,5,7,1,0,16824,199,36,0
22,4,0,5,8,0,0,18994,264,51,1
37,1,1,4,7,1,0,17173,216,35,0
12,1,1,7,6,1,0,18938,232,57,1
15,4,1,12,3,2,1,20341,225,72,1
13,1,0,4,5,0,0,17799,173,49,0
16,3,0,6,9,1,0,18387,239,42,0
16,2,0,6,4,0,0,18793,249,71,1
17,4,1,5,4,0,0,18675,272,46,1
33,2,1,6,4,1,0,19938,240,68,1
19,5,1,7,3,1,0,17603,227,44,1
14,2,1,5,9,1,0,17375,220,60,0
19,5,0,2,6,0,0,16380,234,52,1
16,2,0,7,5,0,0,18257,225,60,1
18,3,1,10,12,0,0,19080,223,49,0
20,6,0,5,3,0,0,19749,254,79,1
21,2,0,5,3,1,0,18832,221,40,1
16,7,1,9,3,2,1,20010,210,64,1
18,1,1,5,1,1,0,17703,211,51,0
16,7,1,6,5,1,1,18804,238,64,1
12,2,0,2,14,0,0,15040,177,46,0
48,4,1,4,5,1,0,19488,249,65,1
15,4,0,5,7,0,0,17777,219,44,0
18,2,1,7,1,1,1,18764,268,51,1
12,2,1,4,9,0,0,16879,215,45,0
15,6,1,10,6,1,0,19467,244,64,1
16,3,1,6,7,0,0,17192,215,49,0
17,2,0,3,9,0,0,16680,185,54,0
15,1,1,14,6,1,0,19337,225,43,0
17,4,1,7,6,1,0,18457,223,49,1
17,2,0,6,14,0,0,16459,186,30,0
15,3,0,2,9,1,0,17587,222,64,0
18,3,1,6,2,1,0,18058,227,48,0
14,4,1,7,6,2,1,18328,233,63,1
30,3,0,6,4,1,0,17471,208,51,0
18,3,0,2,5,0,0,17101,245,41,0
18,5,1,4,7,2,1,17930,235,43,0
16,4,0,6,8,0,0,16323,192,40,1
15,5,1,9,6,1,0,18042,218,40,1
18,2,1,3,2,0,0,18396,218,65,0
19,2,1,6,4,1,0,18421,238,64,1
18,1,1,12,1,1,0,20899,235,61,1
11,3,1,2,2,0,0,17383,216,49,0
32,3,1,6,9,0,0,18758,231,52,0
16,6,0,6,9,0,0,18839,222,61,1
15,4,1,4,1,0,0,18374,249,44,0
56,3,1,8,2,2,1,19195,221,56,1
15,2,1,9,2,0,0,18694,233,37,1
12,0,0,6,10,0,0,15944,205,42,0
20,4,1,7,0,1,0,17249,214,48,1
28,3,0,3,7,0,0,18648,232,52,0
14,2,1,10,7,0,0,18788,208,52,0
17,3,0,6,13,0,0,15761,162,44,0
15,6,1,14,3,1,0,20561,222,68,1
18,2,1,2,1,0,0,17358,211,40,0
36,1,0,2,2,1,0,18483,221,66,0
15,3,0,5,7,0,0,18042,217,60,0
46,2,0,4,5,0,0,17013,193,52,0
19,1,1,4,1,1,0,17138,218,54,0
40,3,1,7,10,0,0,16090,179,32,0
16,1,1,5,4,0,0,16664,212,41,1
15,4,1,4,9,0,0,15841,209,38,1
14,2,0,2,12,0,0,16725,204,48,0
18,0,0,2,10,0,0,16368,238,29,0
9,1,1,6,6,0,0,18692,226,56,1
11,2,1,11,4,2,1,19866,208,64,1
40,3,1,5,3,0,0,19447,263,61,1
44,2,1,7,2,1,0,19062,222,55,0
17,1,1,10,7,0,0,19075,195,44,0
22,2,0,8,6,0,0,18774,213,55,0
19,3,1,13,7,2,1,19378,210,51,1
19,1,0,8,7,0,0,19296,250,55,1
16,3,0,1,3,0,0,18065,256,44,0
14,1,1,6,10,0,0,18266,222,60,0
15,5,0,7,4,1,0,18954,207,55,1
25,6,1,10,1,1,1,21123,267,52,1
14,2,0,1,11,0,0,15626,200,48,0
35,2,1,6,5,1,0,17647,214,45,0
17,6,0,4,2,0,0,17969,183,72,0
18,8,1,4,4,0,0,17541,232,36,0
13,3,0,1,7,0,0,16964,228,53,0
16,1,0,6,5,0,0,18687,209,46,0
16,25,0,5,7,0,0,19010,252,48,0
38,4,1,16,5,0,0,18924,218,55,1
46,3,1,8,3,2,1,18458,193,59,1
9,3,1,7,7,1,1,18416,237,52,0
92,6,0,5,6,0,0,18920,214,63,1
10,4,1,13,5,1,0,20447,251,49,1
16,3,0,1,5,1,1,18383,264,61,1
15,5,1,3,3,1,1,17963,209,68,1
115,3,1,11,4,1,1,19773,260,55,1
16,1,1,9,4,2,1,18583,220,47,1
