1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,35_Well count (total all wells),38_Well count (total producer),46_Well count (current active producer),52_Well spacing (average) (ac),58_Production year (current),62_Production rate (current oil equivalent) (BOEPD),65_Water-cut (current) (%),66_Production year (peak),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),76_Temperature depth (ft TVDSS),77_Pressure (original) (psi),78_Pressure depth (ft TVDSS),80_Pressure year (current),81_Pressure (current) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction,170_Gross reservoir thickness (average) (ft),173_Net reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),213_Permeability (well test average) (mD),218_API gravity (average) (deg. API),222_Specific gravity (gas average),225_Viscosity (oil average) (cp),230_Mobility index (average) (mD/cp),236_Oil_impurities (average),242_Methane (average) (%),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),266_Pour point temperature (average) (deg. F),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),300_EUR oil equivalent (MMBOE),301_Remaining EUR oil (MMBO),302_Remaining EUR gas (BCFG),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),310_Recovery to date (of in-place oil) (%),311_Recovery to date (of in-place gas) (%),313_Recovery (best-fit ultimate oil) (%),314_Reservoir performance index (decimal fraction),315_EUR oil per production well (MMBO),319_Secondary recovery start date,320_Secondary recovery methods,324_EOR start date,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management)
ELM COULEE,MIDDLE BAKKEN,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,WILLISTON,47.5024,-104.48,OIL,2012.0,PRIMARY RECOVERY,DECLINE,744.0,744.00,744.0,640.0,2012.0,27700.0,23.5,2006.0,52000.0,ONSHORE,-2360.0,240.0,8138.0,5000.0,8138.0,,,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,5850.0,3488.0,0.5,2400.0,DEVONIAN,11:LOW-ENERGY CARBONATE MUD,,TIGHT CARBONATE,,,,,CARBONATES,,BRACHIOPOD/CRINOID,,INTERCRYSTALLINE,9.0,0.04,,42.0,0.95,0.36,,0.0,,0.0,500.0,,1.43,2100.0,,,8.0,2700.0,270.0,144.0,,10.0,10.0,,4.67,,36.0,-0.01,0.35,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,HYDRAULIC FRACTURING (MULTI-STAGE),,,,INDIVIDUAL WELL GAS HUFF-N-PUFF/RE-COMPLETION/STEP-OUT DEVELOPMENT DRILLING
EMMA,ELLENBURGER,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.127,-102.6353,OIL,2011.0,PRIMARY RECOVERY,MATURE,,27.00,,40.0,2011.0,48.0,,1957.0,9953.0,ONSHORE,-3150.0,185.0,9000.0,5337.0,9000.0,,,AQUIFER DRIVE,1112:FORELAND ANTICLINE,12150.0,9000.0,10.0,450.0,ORDOVICIAN,11:LOW-ENERGY CARBONATE MUD,LABYRINTH,TIGHT CARBONATENON-KARSTIC ZONE,460.0,,,,CARBONATES,GRAINSTONE,ALGAE,,BRECCIA,3.0,54.0,,49.0,,0.5,1.8,0.0,,0.0,636.0,,1.4,,,,20.0,230.0,47.0,0.2,,20.4,20.4,,20.35,,,,,,,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION,,,,RE-COMPLETION/SELECTIVE PERFORATION
EMMA,SAN ANDRES,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.127,-102.6353,OIL,2011.0,SECONDARY RECOVERY,MATURE,,110.00,,20.0,2011.0,46.0,,1945.0,2784.0,ONSHORE,-3150.0,104.0,1000.0,1550.0,1000.0,,,GAS DRIVE,1161:FAULT-BLOCK COMPACTION ANTICLINE,4185.0,985.0,2.0,180.0,PERMIAN,12:HIGH-ENERGY CARBONATE SAND,TANK LIKE,TIGHT CARBONATELATERAL FACIES CHANGE,350.0,,,12.19,CARBONATES,GRAINSTONE,FUSULINID,,INTERPARTICLE/INTERCRYSTALLINE,8.0,3.5,,34.0,0.8,,,0.0,,0.0,,,1.15,790.0,,,20.0,48.4,21.2,0.2,,36.8,43.8,,43.39,,,,0.19,1965-05,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION,,ROD PUMP,,RE-COMPLETION
EMPIRE ABO,ABO,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.7677,-104.2507,OIL,2009.0,SECONDARY RECOVERY,MATURE,420.0,382.00,268.0,10.0,2009.0,1073.0,86.8,1976.0,41528.0,ONSHORE,-4000.0,109.0,2264.0,2359.0,2264.0,1976.0,1332.0,AQUIFER DRIVE,2121:ORGANIC BUILDUP,5621.0,1621.0,1.0,1044.0,PERMIAN,13:ORGANIC BUILDUP,, NON-FRACTURED ZONE,300.0,,,46.03,CARBONATES,PACKSTONE/BOUNDSTONE,TUBIPHYTES,TYPE IV,VUGGY,6.4,50.0,,43.0,0.89,0.39,129.0,0.0,,0.0,1250.0,,1.61,2231.0,,,40.0,383.0,231.0,5.0,,52.2,60.0,,59.01,,55.0,0.18,0.61,1974,GAS RECYCLING,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,ROD PUMP/HYDRAULIC JET PUMP,,COILED TUBING TREATMENT/HIGH GOR WELL SHUT-IN/RE-COMPLETION
FAHUD,NATIH,1P ,OMAN,MIDDLE EAST,FAHUD SALT,22.2944,56.525,OIL,2007.0,SECONDARY RECOVERY,MATURE,409.0,380.00,180.0,5.6,1998.0,50000.0,,1969.0,220000.0,ONSHORE,-590.0,135.0,,889.0,1970.0,2004.0,420.0,AQUIFER DRIVE,1211:TILTED FAULT-BLOCK,754.0,164.0,15.0,1575.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/NON-FRACTURED ZONE,1440.0,,,,CARBONATES,WACKESTONE/PACKSTONE,FORAMINIFERA/RUDIST,TYPE III,MICROPOROSITY,29.0,10.0,2000.0,31.0,,2.2,,1.15,,0.0,145.0,,1.1,780.0,-25.6,120000.0,15.0,6300.0,1890.0,930.0,,,30.0,,15.24,,32.0,0.149,4.97,1968,CONTINUOUS WATER INJECTION/GAS INJECTION,2008,THERMAL,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/MULTI-LATERAL WELL/SLIM-HOLE WELL,ACIDIZATION,MODIFICATION IN INJECTION PATTERN,GAS LIFT,,COILED TUBING TREATMENT/GAS SHUT-OFF/SIDETRACKING
FAIRWAY,JAMES LIMESTONE,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,32.1068,-95.5215,OIL,2011.0,ENHANCED OIL RECOVERY,MATURE,237.0,152.00,120.0,120.0,2011.0,464.0,96.2,1972.0,48819.0,ONSHORE,-700.0,265.0,9300.0,5924.0,9300.0,1973.0,4500.0,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,10000.0,9280.0,1.5,270.0,CRETACEOUS,13:ORGANIC BUILDUP,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,150.0,70.5,0.47,21.34,CARBONATES,WACKESTONE/GRAINSTONE/BOUNDSTONE,RUDIST,,MOLDIC/VUGGY,11.0,25.0,,48.0,,0.13,192.3,0.0,,0.0,1500.0,,1.95,4223.0,,170000.0,18.0,410.0,215.0,1.5,,16.3,52.4,,52.05,,55.0,0.034,1.41,1966-03,WAG IMMISCIBLE INJECTION,1972,MISCIBLE,DRILLING/WATER INJECTION OPTIMIZATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,,WATER INJECTION ON A ZONAL BASIS,,,DEPRESSURIZATION/HIGH GOR WELL SHUT-IN/HIGH WATER-CUT WELL SHUT-IN/RE-COMPLETION/SHUT-IN WELL REOPEN/STEP-OUT DEVELOPMENT DRILLING
FATEH,MISHRIF,1P ,UNITED ARAB EMIRATES,MIDDLE EAST,RUB AL KHALI,25.6,54.43,OIL,1983.0,SECONDARY RECOVERY,PEAK OR PLATEAU,202.0,240.00,84.0,120.0,1983.0,186294.0,10.8,1983.0,186294.0,OFFSHORE,160.0,230.0,,4230.0,8300.0,,,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,7740.0,7900.0,6.5,822.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,PALEO-HIGH OR INTRUSIVE MASS/TAR MATSEALING FAULT,250.0,100.0,0.3,22.86,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,RUDIST,,MOLDIC/VUGGY,20.0,50.0,87.0,32.0,,0.57,154.1,0.0,,0.0,350.0,,1.35,1609.0,,141000.0,12.0,2964.0,1778.0,1156.0,,25.0,60.0,,20.99,,47.0,0.057,29.6,1974-06,CONTINUOUS WATER INJECTION,1992,,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,HYDRAULIC FRACTURING (SINGLE STAGE)/ACID FRACTURING/SCALE INHIBITOR TREATMENT,CHANGING WATER INJECTION DIRECTION,GAS LIFT,,SIDETRACKING/WATER PLUGGING
FULLERTON,WICHITA-CLEARFORK,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.388,-102.803,OIL,2000.0,SECONDARY RECOVERY,SECONDARY DECLINE,1341.0,669.00,,20.0,2000.0,6761.0,,1948.0,38312.0,ONSHORE,-3300.0,110.0,3900.0,2940.0,3900.0,1976.0,3200.0,GAS DRIVE,1161:FAULT-BLOCK COMPACTION ANTICLINE,6700.0,3400.0,2.0,350.0,PERMIAN,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATE/EVAPORITELATERAL FACIES CHANGE,600.0,,,45.72,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA,,INTERCRYSTALLINE,10.0,3.0,,42.0,0.86,0.43,7.0,0.0,62.2,2.73,1250.0,,1.62,2370.0,,,21.0,1300.0,320.0,,,13.6,24.6,,21.69,,30.0,0.007,0.48,1954,CONTINUOUS WATER INJECTION/GAS RECYCLING,,,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/ABOVE FORMATION BREAKDOWN PRESSURE WATER INJECTION,MODIFICATION IN INJECTION PATTERN/SELECTIVE INJECTION,ROD PUMP,,ADDITIONAL PERFORATION/COILED TUBING TREATMENT/PROFILE MODIFICATION/SELECTIVE PERFORATION/WATER PLUGGING
GACHSARAN,ASMARI,1P ,IRAN,MIDDLE EAST,ZAGROS,30.2201,50.8063,OIL,1996.0,SECONDARY RECOVERY,PRIMARY REJUVENATING,145.0,145.00,145.0,0.0,1994.0,570000.0,,1974.0,921000.0,ONSHORE,-2200.0,140.0,5000.0,3572.0,5000.0,1994.0,2111.0,AQUIFER DRIVE,1112:FORELAND ANTICLINE,2627.0,427.0,30.0,7516.0,NEOGENE/PALEOGENE,11:LOW-ENERGY CARBONATE MUD,TANK LIKE, NON-FRACTURED ZONE,1600.0,730.0,0.46,,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE II,MOLDIC,9.0,4.0,70.0,31.1,,1.35,2.96,3.4299999999999997,82.4,1.5,500.0,,1.26,2756.0,15.0,97583.0,29.0,52900.0,16200.0,9024.0,,,30.6,,13.65,,,,131.0,1976,GAS INJECTION,,,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/SCALE INHIBITOR TREATMENT,,GAS LIFT,,COILED TUBING TREATMENT/GAS CONING CONTROL/WATER CONING CONTROL
GAROUPA,MACAE (QUISSAMA),1P ,BRAZIL,LATIN AMERICA,CAMPOS,-22.379,-40.4117,OIL,1997.0,PRIMARY RECOVERY,DECLINE,35.0,21.00,16.0,0.0,1997.0,6531.0,,1982.0,31330.0,OFFSHORE,407.0,215.0,,5260.0,11483.0,,,AQUIFER DRIVE,1181:ROLLOVER ANTICLINE,9845.0,10252.0,3.0,476.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE,426.5,295.0,0.7,49.99,CARBONATES,PACKSTONE,ONCOLITE,,MOLDIC,19.0,175.0,,30.5,,,,0.14,,0.0,466.0,,,,,,12.0,275.0,125.0,17.0,,,45.4,,39.27,,,,6.0,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT,,ACIDIZATION,,GAS LIFT,,
GARZAN,GARZAN,1P ,TURKEY,MIDDLE EAST,TAURUS,37.8758,41.4911,OIL,2000.0,SECONDARY RECOVERY,MATURE,102.0,83.00,35.0,45.0,2000.0,1193.0,90.5,1963.0,6635.0,ONSHORE,-3182.0,158.0,,1350.0,1476.0,1960.0,725.0,AQUIFER DRIVE,1111:THRUST ANTICLINE,4363.0,1181.0,10.0,590.0,CRETACEOUS,13:ORGANIC BUILDUP,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/STRUCTURAL SADDLELATERAL FACIES CHANGE/SEALING FAULT,330.0,,,,CARBONATES,PACKSTONE/GRAINSTONE,RUDIST,,INTERPARTICLE,15.5,12.0,,26.0,,6.75,1.77,2.07,,0.0,87.0,,1.05,713.0,10.4,70000.0,25.0,170.0,70.0,29.3,,,41.0,,23.94,,,,,1960,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT,INFILL WELL,ACIDIZATION,,ROD PUMP/PCP,,
GELA,TAORMINA,1P ,ITALY,EUROPE,CALTANISSETTA,37.0614,14.2858,OIL,2012.0,PRIMARY RECOVERY,MATURE,117.0,105.00,71.0,62.0,2012.0,5933.0,,1964.0,28144.0,ONSHORE-OFFSHORE,15.0,199.0,10951.0,4978.0,10951.0,1992.0,4835.0,AQUIFER DRIVE,112:TRANSPRESSIONAL ANTICLINE,10170.0,10170.0,5.0,1380.0,TRIASSIC,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE,2273.0,,,,CARBONATES,MUDSTONE/BRECCIA,,TYPE II,VUGGY/CAVERNOUS,3.5,,,7.3,1.5,85.0,,7.9,9.34,77.16000000000001,100.0,,1.05,697.0,,100000.0,,1305.0,175.0,3.0,,13.4,13.4,,13.18,,22.0,0.01,1.68,,,,,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION,,ROD PUMP/ESP/HYDRAULIC JET PUMP,,FLOWING RATE CONTROL/HIGH WATER-CUT WELL SHUT-IN/HOT DIESEL CIRCULATION/RE-COMPLETION/STEP-OUT DEVELOPMENT DRILLING/WATER CONING CONTROL
GHAWAR,ARAB D,1P ,SAUDI ARABIA,MIDDLE EAST,THE GULF,25.925,49.2333,OIL,2006.0,SECONDARY RECOVERY,DECLINE,,1996.00,1996.0,0.0,2006.0,4043478.0,,1980.0,5413333.0,ONSHORE,-700.0,216.0,6100.0,3212.0,6100.0,2006.0,2800.0,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,5850.0,5150.0,5.0,1500.0,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,300.0,120.0,0.4,33.53,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/FORAMINIFERA,,INTERPARTICLE,16.0,1000.0,,34.0,,1.0,1000.0,2.0,59.3,12.129999999999999,520.0,40.0,1.33,1820.0,,200000.0,15.0,193000.0,160000.0,54743.0,,,59.6,,31.22,,,,,1959,CONTINUOUS WATER INJECTION/GAS INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION,,ESP,,SIDETRACKING/WATER PLUGGING
GHAWAR,ARAB D (NORTH AIN DAR),1P ,SAUDI ARABIA,MIDDLE EAST,THE GULF,25.925,49.2333,OIL,2004.0,SECONDARY RECOVERY,DECLINE,,,,0.0,2004.0,513208.0,43.9,1976.0,642348.0,ONSHORE,-700.0,213.0,6100.0,3212.0,6100.0,,,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,6500.0,5800.0,5.0,1500.0,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,300.0,150.0,0.5,45.72,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/FORAMINIFERA,,INTERPARTICLE,25.0,600.0,,34.0,,1.0,600.0,2.0,59.3,12.03,550.0,40.0,1.33,1920.0,,240000.0,20.0,20400.0,12100.0,4697.0,,,59.3,,36.29,,53.0,0.037,,1959,CONTINUOUS WATER INJECTION/GAS INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION,,ESP,,SIDETRACKING/WATER PLUGGING
GHAWAR,KHUFF-C,1P ,SAUDI ARABIA,MIDDLE EAST,THE GULF,25.925,49.2333,GAS,2001.0,PRIMARY RECOVERY,DECLINE,,,,980.0,2001.0,,,,,ONSHORE,-700.0,275.0,11000.0,7500.0,11000.0,,,GAS DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,10900.0,10200.0,10.0,700.0,PERMIAN,11:LOW-ENERGY CARBONATE MUD,LABYRINTH,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE/SEALING FAULT,250.0,,,,CARBONATES,GRAINSTONE,PELOID,,MOLDIC,17.0,5.0,,47.5,,,,0.81,,16.0,,,,,,,,,,,,,,,,,,,,,,,,STIMULATION,,ACID FRACTURING,,,,
GIDDINGS,AUSTIN CHALK (DEEP),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,29.77,-97.2067,GAS,2011.0,PRIMARY RECOVERY,SECONDARY MATURE,,228.00,,0.0,2011.0,16676.0,,1996.0,147975.0,ONSHORE,-360.0,350.0,14000.0,7290.35309713097,,,,GAS DRIVE,242:FRACTURING,12500.0,12138.0,1.5,,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,SHALE/TIGHT CARBONATENON-FRACTURED ZONE,350.0,,,,CARBONATES,,COCCOLITH,TYPE II,MICROPOROSITY,5.0,,,0.0,0.75,,0.19,0.0,,0.0,,,1.46,,,,65.0,,446.76,,256.0,,,,,,,,,,,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,HYDRAULIC FRACTURING (SINGLE STAGE),,,,SIDETRACKING
GIDDINGS,AUSTIN CHALK-3,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,29.77,-97.2067,OIL,2011.0,PRIMARY RECOVERY,SECONDARY MATURE,6000.0,4200.00,,40.0,2011.0,13958.0,,1981.0,92746.0,ONSHORE,-360.0,220.0,7000.0,3800.0,,,,GAS DRIVE,242:FRACTURING,5580.0,5218.0,1.5,6920.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,SHALE/TIGHT CARBONATENON-FRACTURED ZONE,110.0,16.0,,,CARBONATES,,COCCOLITH,TYPE II,MICROPOROSITY,5.0,,,40.0,,0.26,0.19,0.0,,0.0,1050.0,,,,,,65.0,,502.84,18.61,,,,,,,,,0.1,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/HYDRAULIC FRACTURING (MULTI-STAGE),,ROD PUMP,,RE-COMPLETION/SIDETRACKING/STEP-OUT DEVELOPMENT DRILLING
GLENBURN,MISSION CANYON (FROBISHER-ALIDA),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,WILLISTON,48.5237,-101.1809,OIL,2012.0,SECONDARY RECOVERY,SECONDARY REJUVENATING,135.0,103.00,68.0,40.0,2012.0,,93.6,1961.0,,ONSHORE,-1950.0,135.0,2900.0,2080.0,2900.0,,,AQUIFER DRIVE,132:STRUCTURAL NOSE,4840.0,,0.5,,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE,TIGHT CARBONATE/EVAPORITELATERAL FACIES CHANGE,100.0,,,3.05,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PISOLITE,,FENESTRAL,17.3,23.0,,27.0,,,,0.0,,0.0,100.0,,,,35.0,298724.0,35.0,,,0.66,,19.0,22.0,,21.12,,24.0,0.027,0.25,2005-06,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION,,ROD PUMP,,RE-COMPLETION
GOLDEN LANE,EL ABRA,1P ,MEXICO,LATIN AMERICA,TAMPICO-MISANTLA,21.1833,-97.7444,OIL,1999.0,PRIMARY RECOVERY,DECLINE,,19.00,,0.0,,,,,,ONSHORE-OFFSHORE,140.0,122.81510233867442,,4430.0,9022.0,,,AQUIFER DRIVE,2221:BURIED-HILL,1510.0,1150.0,1.0,719.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,, NON-KARSTIC ZONE,4430.0,,,,CARBONATES,WACKESTONE/PACKSTONE,FORAMINIFERA,,VUGGY/CAVERNOUS,18.0,,,37.0,,,,2.1,,0.0,,,,,,,20.0,5970.0,2700.0,1000.0,,,46.0,35.0,27.78,,,,,,,,,,,,,,,
GOLDEN LANE MARINE,EL ABRA (ATUN POOL),1P ,MEXICO,LATIN AMERICA,TAMPICO-MISANTLA,20.8667,-97.0167,OIL,1999.0,PRIMARY RECOVERY,MATURE,,19.00,2.0,0.0,1999.0,317.0,,1970.0,27395.0,OFFSHORE,164.0,213.24359982902533,,4430.0,9022.0,,,AQUIFER DRIVE,2221:BURIED-HILL,8858.0,9022.0,1.0,719.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,, NON-KARSTIC ZONE,,,,,CARBONATES,WACKESTONE/PACKSTONE,FORAMINIFERA,,VUGGY/CAVERNOUS,18.0,,,37.0,,,,0.0,,0.0,,,,,,,20.0,405.0,77.0,6.0,,,14.0,34.0,12.3,,,,,,,,,,,,,,,
GOLDEN LANE NEW,EL ABRA (SANTA AGUEDA FIELD),1P ,MEXICO,LATIN AMERICA,TAMPICO-MISANTLA,20.6083,-97.3,OIL,1999.0,PRIMARY RECOVERY,MATURE,,65.00,21.0,0.0,1999.0,1941.0,,1955.0,34207.0,ONSHORE,-250.0,159.7962720390697,,2272.0,,,,AQUIFER DRIVE,2221:BURIED-HILL,4515.0,4265.0,1.0,541.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,, NON-KARSTIC ZONE,,,,121.92,CARBONATES,WACKESTONE/PACKSTONE,FORAMINIFERA,,VUGGY/CAVERNOUS,,,,16.0,,,,3.98,,0.0,,,,,,,,428.0,144.0,,,,32.0,51.0,,,,,,,,,,,,,,,,
GOLDEN LANE OLD,EL ABRA (CERRO AZUL-TOTECO-JUAN FELIPE),1P ,MEXICO,LATIN AMERICA,TAMPICO-MISANTLA,21.1833,-97.7444,OIL,1999.0,PRIMARY RECOVERY,MATURE,,89.00,25.0,0.0,1999.0,1610.0,,1921.0,455000.0,ONSHORE,-492.0,128.0,,1026.9760184502575,,,,AQUIFER DRIVE,2221:BURIED-HILL,1642.0,1150.0,1.0,551.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,, NON-KARSTIC ZONE,,,,89.92,CARBONATES,WACKESTONE/PACKSTONE,FORAMINIFERA,,VUGGY/CAVERNOUS,,,,21.0,,,,3.11,,0.0,,,,,,,,1375.0,414.0,6.0,,,30.0,30.0,29.67,,,,,,,,,,,,,,,
GOLDEN SPIKE,LEDUC (D-3A POOL),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,53.4193,-113.8877,OIL,2009.0,SECONDARY RECOVERY,MATURE,68.0,61.00,,25.0,2009.0,42.0,,1974.0,51109.0,ONSHORE,-2350.0,140.0,,2113.0,,1990.0,600.0,GAS DRIVE,2121:ORGANIC BUILDUP,5350.0,3000.0,0.4,646.0,DEVONIAN,13:ORGANIC BUILDUP,JIGSAW-PUZZLE,SHALE/TIGHT CARBONATELATERAL FACIES CHANGE,646.0,480.0,0.74,146.31,CARBONATES,GRAINSTONE/RUDSTONE/BOUNDSTONE,STROMATOPOROID,TYPE IV,INTERPARTICLE,8.7,75.0,,37.0,,0.79,96.0,0.0,52.0,4.0,420.0,,1.25,1393.0,,,11.0,316.0,192.8,10.4,,,61.0,,57.72,,,,3.22,1953,GAS INJECTION/GAS RECYCLING,1964,MISCIBLE,DRILLING/STIMULATION,INFILL WELL,ACIDIZATION,,,,
GRANT CANYON,GUILMETTE,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GREAT,38.4534,-115.5778,OIL,2003.0,PRIMARY RECOVERY,MATURE,,6.00,2.0,160.0,2003.0,220.0,,1992.0,6850.0,ONSHORE,-4750.0,239.0,-750.0,1735.0,-750.0,,,AQUIFER DRIVE,1211:TILTED FAULT-BLOCK,3540.0,-1210.0,23.0,960.0,DEVONIAN,11:LOW-ENERGY CARBONATE MUD,TANK LIKE, NON-FRACTURED ZONE,,,,,CARBONATES,MUDSTONE/WACKESTONE,STROMATOPOROID,TYPE II,FRACTURE/BRECCIA,,,1000.0,25.7,,,,0.8,,0.0,,,,,10.0,4345.0,,,22.0,,,,,,,,,,,,,,,DRILLING,INFILL WELL,,,,,
